bug_id	summary	desc	report_time	report_timestamp	status	commit	commit_timestamp	files
423257	LTW - java.lang.VerifyError: Bad return type with generics and local variables	<Pyinson Data Over Head> Fixed. Dev build available: http://eclipse.org/aspectj/downloads.phpThanks for the great test case. Just tested the latest development build. I can confirm it is fixed.Thanks a lot for the quick fix! I'll be waiting for the 1.7.5 release then. 	2013-12-04 19:43:22	1386200000.0	resolved fixed	dd88d21	1386350000.0	org.aspectj.ajdt.core/src/org/aspectj/ajdt/internal/core/builder/AjState.java tests/bugs175/pr423257/AspectX.java tests/bugs175/pr423257/Test.java tests/src/org/aspectj/systemtest/AllTests17.java tests/src/org/aspectj/systemtest/ajc175/Ajc175Tests.java tests/src/org/aspectj/systemtest/ajc175/AllTestsAspectJ175.java tests/src/org/aspectj/systemtest/incremental/tools/MultiProjectIncrementalTests.java weaver/src/org/aspectj/weaver/bcel/asm/StackMapAdder.java
420210	Support additional message insert keys in declare error/warning	"It would be good to be able to insert the enclosing class name or enclosing member for a joinpoint. New keys:joinpoint.enclosingclassjoinpoint.enclosingmember // void Bar.foo(String)joinpoint.enclosingmember.name // foo Should those be in camelCase, like the message inserts documented at http://eclipse.org/aspectj/doc/next/README-169.html? Just noticed that only ""declaringType"" is in camel case.  All others are all lower. they are actually all case insensitive. So it is a doc issue, but not sure when a docs update will get done... "	2013-10-23 16:00:16	1382560000.0	resolved fixed	9319e34	1382560000.0	org.aspectj.matcher/src/org/aspectj/weaver/Checker.java tests/bugs174/extra_inserts/Code.java tests/src/org/aspectj/systemtest/ajc174/Ajc174Tests.java
419279	ajc option to change -Xlint level per-message without Xlintfile	The -Xlintfile option is not a great fit for controlling message across multiple build projects, specifically in my case from the pluginManagement section of a maven parent pom. The problem is that you need a local file to configure the per-message output levels (ignore/warning/error) when you really want to specify it in the build script or in a shared file.As an alternative to -Xlintfile, it would be handy to be able to change an Xlint warning level per message using command line options.For example:ajc -Xlint:adviceDidNotMatch=ignorewould override the XlintDefault.properties file for the adviceDidNotMatch message.With RegardsRob fixed. -Xlint: can take a comma separated list of name=value pairs. 	2013-10-11 15:20:08	1381520000.0	resolved fixed	b2cd5fa	1382560000.0	org.aspectj.ajdt.core/src/org/aspectj/ajdt/internal/core/builder/AjBuildConfig.java org.aspectj.ajdt.core/src/org/aspectj/ajdt/internal/core/builder/AjBuildManager.java org.aspectj.matcher/src/org/aspectj/weaver/Lint.java testing/newsrc/org/aspectj/testing/CompileSpec.java tests/bugs174/pr419279/Code.java tests/src/org/aspectj/systemtest/ajc174/Ajc174Tests.java
415266	LTW not working when JMX is enabled	"When I enable JMX remote management on a JVM along with AspectJ load-time weaving (LTW), our Aspect doesn't appear to get woven in.This are the JVM arguments:-Dvisualvm.display.name=JdbcTimingAspectTest -Dcom.sun.management.jmxremote.ssl=false -Dcom.sun.management.jmxremote.authenticate=false -Dcom.sun.management.jmxremote.port=1024 -javaagent:/jars/aspectjweaver.jar -Dorg.aspectj.weaver.loadtime.configuration=com/trgr/cobalt/infrastructure/instrumentation/aspects/timing/jdbc/jdbcmonitor.xmlNote that if I don't enable JMX remote management (by remove the -Dcom.sun.management.jmxremote.* JVM arguments), the Aspect works fine. Note that according to this post on StackOverflow.com:http://stackoverflow.com/questions/17784939/aspectj-ltw-not-working-with-jmx-remoteA workaround is to add the following to the java arguments:-Xbootclasspath/p:libs/aspectjweaver-1.7.3.jarThis workaround seems like it could lead to other issues. Could someone comment on whether or not this would be the recommended workaround until a bug fix is available? The bug seems to be coming from this modification:https://github.com/eclipse/org.aspectj/commit/8a6608f4d5d1a2aa8aa49a0a38da66a54d53c917#L0R265When JMX is enabled, the first classloader is not the same as the ""myClassLoader"" (AppClassLoader). Therefore this conditions does not have the proper adaptor:if(loader.equals(myClassLoader)){    adaptor = myClassLoaderAdpator;} Adding the condition ""loader.equals(myClassLoader)"" would probably work.I didn't have time to test this solution. In theory running with the weaver on the bootclasspath should be ok.  The weaver may have access to weaving more types but as long as your aspects are carefully targeting what they need to weave you shouldn't weave anything else by accident. Sebastien, I'm interested in trying your proposed solution - but what is it?> if(loader.equals(myClassLoader)){>    adaptor = myClassLoaderAdpator;> } >> Adding the condition ""loader.equals(myClassLoader)"" would probably work.Did you mean add that condition? It is the same as the condition already there? (In reply to comment #4)> Sebastien, I'm interested in trying your proposed solution - but what is it?> > > if(loader.equals(myClassLoader)){> >    adaptor = myClassLoaderAdpator;> > } > >> > Adding the condition ""loader.equals(myClassLoader)"" would probably work.> > Did you mean add that condition? It is the same as the condition already> there?Hi Andrew,    I'm suggesting updating the condition:if(myClassLoaderAdpator == null){    myClassLoaderAdpator = adaptor;}to:if(myClassLoaderAdpator == null && loader.equals(myClassLoader)){    myClassLoaderAdpator = adaptor;}Basically, the code keeps a reference of its own classloader (myClassLoader) in order to keep a reference of its own adaptor. However it keeps the wrong reference if the first loaded class loader in this class is not its own (which seems to happen when JMX is activated).  > However it keeps the wrong> reference if the first loaded class loader in this class is not its own> (which seems to happen when JMX is activated).I mean it keeps the wrong adaptor reference. When it's time to weave the classloader that is kept in reference (myClassLoader) it uses the adaptor from this condition:if(loader.equals(myClassLoader)){    adaptor = myClassLoaderAdpator;} which is not the right one. Therefore the class loader is never weaved. A dev build is available with Sebastiens proposed change in:http://www.eclipse.org/downloads/download.php?file=/tools/aspectj/dev/aspectj-DEVELOPMENT-20130828153000.jar (In reply to Andrew Clement from comment #7)> A dev build is available with Sebastiens proposed change in:> > http://www.eclipse.org/downloads/download.php?file=/tools/aspectj/dev/> aspectj-DEVELOPMENT-20130828153000.jarAndy, I just verified that this build fixes the issue. With the new JAR, my Aspect gets weaved in even when remote JMX management is enabled.Thanks Andy and Sebastien for helping to fix this. What are the next steps to get this into an official AspectJ build? changes are now committed. in 1.7.4 "	2013-08-16 17:51:29	1376690000.0	resolved fixed	9e992d6	1380650000.0	loadtime/src/org/aspectj/weaver/loadtime/Aj.java
418129	Can't introduce annotation onto introduced method from trait-patterned aspect	"Created attachment 235865eclipse AspectJ testcaseAn aspect is introducing a field and a method.  Introducing an annotation onto the introduced field works fine; introducing an annotation onto the introduced **method** fails with the message ""The method '...' does not exist"" (where '...' is the method pattern).Aspect follows trait pattern:public interface Behavior { String hello(); }=====@Target(ElementType.TYPE)@Retention(RetentionPolicy.RUNTIME)public @interface Behaved {}=====public aspect Trait {	public interface I extends Behavior {}		declare parents: @Behaved * implements I;		private String I.name = getClass().getName();		public String I.hello() {		return ""hello"" + name;	}}=====@Behavedpublic class Target {	public static aspect A {		declare @field: * Target.name: @Tagged; // WORKY		declare @method: * Target.hello(..): @Tagged; // NO WORKY	}}=====@Target({ ElementType.TYPE, ElementType.METHOD, ElementType.FIELD,		ElementType.CONSTRUCTOR })@Retention(RetentionPolicy.RUNTIME)public @interface Tagged {}Test eclipse AspectJ project attached. This comes down to a FIXME in the code (BcelClassWeaver):weaveInAddedMethods(); // FIXME asc are these potentially affected by declare annotation?The added methods are those like the one here, the method added to the top most implementor of an interface when the ITD method was on an interface.The fix is not trivial. These added methods are not of the right type to pass to the matching code for the declare annotation patterns. Andy, I'm not sure what your comment means.  Are you saying that it's not really fixable? fixed. Not the cleanest impl but it works. Andy, can you trigger a snapshot build?http://repo.spring.io/snapshot/org/aspectj/aspectjrt/1.8.0.BUILD-SNAPSHOT/looks out of date and I'm having trouble building locally. Testing against 1.7.4.BUILD-SNAPSHOT worked jim-dandy.AJDT 1.8.0(.latest) complains, and understandably, since it uses aspectj from the 1.8 branch, which didn't receive this fix, as it went into master, which is where 1.7.4 is coming from. "	2013-09-26 14:31:09	1380220000.0	resolved fixed	2393bef	1380650000.0	tests/bugs174/pr418129/Target.java tests/bugs174/pr418129/Target2.java tests/bugs174/pr418129/Target3.java tests/bugs174/pr418129/Target4.java tests/src/org/aspectj/systemtest/ajc174/Ajc174Tests.java weaver/src/org/aspectj/weaver/bcel/BcelClassWeaver.java weaver/src/org/aspectj/weaver/bcel/BcelWorld.java weaver/src/org/aspectj/weaver/bcel/LazyMethodGen.java
368046	configure a set of classloader for which weavers should not be created in an LTW scenario	Prototyped and tested for JspClassLoaders (see the thread 'aspectj and jsp load' on the mailing list).That was done through a system property but it would be easier via aop.xml.  However, this would be the first time we have an aop.xml setting that affects global operation of loadtime weaving.  When any classloader actually got far enough to load the aop.xmls it would discover this setting and from that point on it would be set.  In our JspClassLoader case this would mean that either some non-JspClassLoader is run early enough to discover this setting and turn it off for all JspClassLoaders or the first JspClassLoader will discover the setting and turn it off for all other JspClassLoaders.  I think we can live with that mode of operation. unsetting the target field which is currently set for something already released Pushed this into the 1.7 branch (so will be in the 1.7.4 release).Two config mechanics:1) System property, comma separated list of classnames:aj.weaving.loadersToSkip=com.foo.MyLoader,com.bar.SomeOtherLoader2) aop.xml, in the options value:-loadersToSkip:com.foo.MyLoader,com.bar.SomeOtherLoaderThe former has had more testing than the latter. If anyone tries this out let me know if the 2nd option is behaving.  As the aop.xml files are read *after* the weaver is initialized it is possible that (currently) the first loader of the type will get through, and only subsequent ones will not get a weaver. In a situation where you want to exclude 5000 Jsp loaders, if just 1 gets through that doesn't feel like a big deal, but this loophole should be closed later. 	2012-01-06 12:05:35	1325870000.0	resolved fixed	0c0adc5	1375160000.0	loadtime/src/org/aspectj/weaver/loadtime/Aj.java loadtime/src/org/aspectj/weaver/loadtime/ClassLoaderWeavingAdaptor.java loadtime/src/org/aspectj/weaver/loadtime/Options.java tests/bugs174/pr368046/Azpect.java tests/bugs174/pr368046/Code.java tests/src/org/aspectj/systemtest/ajc174/Ajc174Tests.java
413378	A constructor added by ITD cannot invoke the method of its super class	"AspectJ Development Tools	2.2.0.e37x-RELEASE-20120704-0900It seems *super.someMethod()* can not be correctly resolved in theconstructor added by ITD It can be compiled with no problem, but* at runtime, exception is raised.*The class which I'll add a new constructor to:public class Child extends Parent{    public String mParent = ""John"";        public Child(String parent) {        this.mParent = parent;    }        public String getParent()    {        return this.mParent;    }}As we can see, *Child * extends *Parent*class Parent has a method getAge()public class Parent {    private String mName = ""John"";    private int mAge = 50;        public int getAge(){        return mAge;    }}If I add a new constructor for the *Child * in my aspect.public aspect MyTest {    public Child.new(String parent, int age) {        this(parent);                System.out.println(""Get Age:"" + super.getAge());        System.out.println(""Child Name:"" + this.mParent);    }}The above aspect code will trigger an exception.Exception in thread ""main"" java.lang.NoSuchMethodError: com.test.Child.ajc$superDispatch$com_test_Child$getAge()I	at MyTest.ajc$postInterConstructor$MyTest$com_test_Child(MyTest.aj:13)	at com.test.Child.<init>(Child.java:1)	at MainProgram.main(MainProgram.java:14)Is this a limitation of AspectJ? Is this the only way to resolve thisissue?I also attach the src & compiled binary files Created attachment 233643sample source & weaved binary hmmm, looks like this problem has been in there forever. The infrastructure is all there but isn't wired up. I just wired it up - all fixed. Thanks for the test code! Thanks for the quick fix :) "	2013-07-20 02:22:28	1374300000.0	resolved fixed	302c14e	1374530000.0	tests/bugs174/pr413378/Code.java tests/src/org/aspectj/systemtest/AllTests17.java tests/src/org/aspectj/systemtest/ajc174/Ajc174Tests.java tests/src/org/aspectj/systemtest/ajc174/AllTestsAspectJ174.java weaver/src/org/aspectj/weaver/bcel/BcelTypeMunger.java
407017	Stack trace being printed, but want to mute it	In org.aspectj.ajdt.internal.core.builder.AjState.getDelegate(ReferenceType), there is a call to printStackTrace().  On the AJDT build server, this exception is being printed and causing some noise.  Can you replace that call with a call to the IMessageHandler for the build? As exceptions shouldn't be happening, can you include the error message and the exception here? fixed up. 	2013-05-01 15:10:46	1367440000.0	resolved fixed	e6cb508	1372460000.0	org.aspectj.ajdt.core/src/org/aspectj/ajdt/internal/core/builder/AjState.java
408721	java.util.ConcurrentModificationException when multiple threads enter the weaver	I am using AspectJ 1.7.1.  Occasionally I see the following exception, which I believe is related to multiple threads initializing some internal state.java.util.ConcurrentModificationException: null       at java.util.ArrayList$Itr.checkForComodification(Unknown Source) ~[na:1.7.0_11]       at java.util.ArrayList$Itr.next(Unknown Source) ~[na:1.7.0_11]       at org.aspectj.weaver.ReferenceType.findDerivativeType(ReferenceType.java:1122) ~[aspectjweaver.jar:1.7.1]       at org.aspectj.weaver.TypeFactory.createParameterizedType(TypeFactory.java:44) ~[aspectjweaver.jar:1.7.1]       at org.aspectj.weaver.ResolvedType.parameterize(ResolvedType.java:2479) ~[aspectjweaver.jar:1.7.1]       at org.aspectj.weaver.ReferenceType.getDeclaredInterfaces(ReferenceType.java:673) ~[aspectjweaver.jar:1.7.1]       at org.aspectj.weaver.ResolvedType.getDirectSupertypes(ResolvedType.java:82) ~[aspectjweaver.jar:1.7.1]       at org.aspectj.weaver.patterns.TypePattern.matchesSubtypes(TypePattern.java:178) ~[aspectjweaver.jar:1.7.1]       at org.aspectj.weaver.patterns.ExactTypePattern.matchesSubtypes(ExactTypePattern.java:74) ~[aspectjweaver.jar:1.7.1]       at org.aspectj.weaver.patterns.TypePattern.matchesStatically(TypePattern.java:130) ~[aspectjweaver.jar:1.7.1]       at org.aspectj.weaver.patterns.KindedPointcut.fastMatch(KindedPointcut.java:130) ~[aspectjweaver.jar:1.7.1]       at org.aspectj.weaver.internal.tools.PointcutExpressionImpl.couldMatchJoinPointsInType(PointcutExpressionImpl.java:84) ~[aspectjweaver.jar:1.7.1]       at org.springframework.aop.aspectj.AspectJExpressionPointcut.matches(AspectJExpressionPointcut.java:250) ~[spring-aop.jar:3.2.1.RELEASE]       at org.springframework.aop.support.AopUtils.canApply(AopUtils.java:208) ~[spring-aop.jar:3.2.1.RELEASE]       at org.springframework.aop.support.AopUtils.canApply(AopUtils.java:262) ~[spring-aop.jar:3.2.1.RELEASE]       at org.springframework.aop.support.AopUtils.findAdvisorsThatCanApply(AopUtils.java:294) ~[spring-aop.jar:3.2.1.RELEASE]       at org.springframework.aop.framework.autoproxy.AbstractAdvisorAutoProxyCreator.findAdvisorsThatCanApply(AbstractAdvisorAutoProxyCreator.java:118) ~[spring-aop.jar:3.2.1.RELEASE] fixed. I put synchronized blocks around access to that collection. 	2013-05-22 12:10:52	1369240000.0	resolved fixed	3f6e166	1372280000.0	org.aspectj.matcher/src/org/aspectj/weaver/ReferenceType.java
404600	Unhandled RuntimeException	I'm getting an unhandled RuntimeException from STS 3.2.0.RELEASE:java.lang.RuntimeExceptionat org.aspectj.asm.AsmManager.sameType(AsmManager.java:897)at org.aspectj.asm.AsmManager.removeRelationshipsTargettingThisType(AsmManager.java:711)at org.aspectj.weaver.bcel.BcelWeaver.weave(BcelWeaver.java:1033)at org.aspectj.ajdt.internal.compiler.AjPipeliningCompilerAdapter.weaveQueuedEntries(AjPipeliningCompilerAdapter.java:514)at org.aspectj.ajdt.internal.compiler.AjPipeliningCompilerAdapter.queueForWeavin ... ndation-domain/src\/main\/java<com.scispike.foundation.domain.trait.persistence*PersistableAspect.aj%com.scispike.foundation.domain.trait.persistence)Andy Clement, this can be reproduced in our private foundation repo's dev branch at commit d879446f2bfd83b51bf711d2931f4b28ce8c1901.After clicking ok on the exception dialog, there is an error marker on the package statement with text:Internal compiler error: java.lang.RuntimeException: Exception whilst walking up from target com.scispike.foundation.domain.trait.persistence kind=(package declaration)  hid=(=foundation-domain/src\/main\/java<com.scispike.foundation.domain.trait.persistence*PersistableAspect.aj%com.scispike.foundation.domain.trait.persistence) at  org.aspectj.asm.AsmManager.sameType(AsmManager.java:897)If I do a Project\Clean..., the exception is not reproduced and everything compiles ok.  Next edit repros the exception. Created attachment 229175screen cap of unhandled exception Created attachment 229176screen cap of package error marker Matthew, I think you need to give me some fresh access to the project? (Based on our discussion earlier). Efforting that now...(In reply to comment #3)> Matthew, I think you need to give me some fresh access to the project?> (Based on our discussion earlier). Fixed. Thanks for the project. An declare @type was targeting a parameterized type and those don't have a proper representation in the model, only the generic type is stored. The fix was to work with the generic type instead. All committed, should be in the next e42 AJDT build. 	2013-03-29 00:48:42	1364530000.0	resolved fixed	ff0859d	1364930000.0	weaver/src/org/aspectj/weaver/bcel/BcelWeaver.java
